date,PRUID,CDUID,SACTYPE,is_rural,conn_type,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms,tests,DA_POP,imputed
2019-01-01,10,1002,6,True,fixed,119.7312,10.678,14.0,5,1140.0,False
2019-01-01,10,1002,7,True,fixed,31.02274820143885,7.534359712230216,120.94964028776978,139,5960.0,False
2019-01-01,10,1002,7,True,mobile,158.449,32.395,66.0,1,235.0,False
2019-01-01,10,1003,5,True,fixed,10.041384057971015,1.300514492753623,44.65942028985507,138,13840.0,False
2019-01-01,10,1003,5,True,mobile,26.179,8.391,92.0,1,1050.0,False
2019-01-01,10,1003,6,False,fixed,53.622985576923085,32.41480769230769,22.629807692307693,208,16555.0,False
2019-01-01,10,1003,6,True,fixed,33.7255,24.471258620689653,79.10344827586206,58,9940.0,False
2019-01-01,10,1003,7,True,fixed,4.509089820359281,0.7717305389221558,56.68263473053892,167,9010.0,False
2019-01-01,10,1004,5,False,fixed,86.605,51.59514655172414,16.948275862068964,116,11660.0,False
2019-01-01,10,1004,5,False,mobile,28.783,4.79525,88.0,4,1375.0,False
2019-01-01,10,1004,5,True,fixed,53.60547647058823,11.50059705882353,76.32352941176471,340,31045.0,False
2019-01-01,10,1004,5,True,mobile,17.641333333333332,1.0816666666666668,83.66666666666667,3,1770.0,False
2019-01-01,10,1005,3,False,fixed,99.183081232493,67.23309523809525,17.876750700280112,357,63275.0,False
2019-01-01,10,1005,3,False,mobile,152.6656,22.5951,86.0,10,5180.0,False
2019-01-01,10,1005,3,True,fixed,96.92495454545453,50.89941477272726,48.29545454545455,176,36875.0,False
2019-01-01,10,1005,3,True,mobile,18.741333333333333,1.4986666666666668,72.33333333333333,3,2090.0,False
2019-01-01,10,1005,4,True,fixed,51.633135593220345,7.936525423728814,25.83050847457627,59,3285.0,False
2019-01-01,10,1005,5,False,fixed,82.70541463414635,70.13781707317074,13.78048780487805,82,11310.0,False
2019-01-01,10,1005,5,False,mobile,99.526,24.151,96.0,1,795.0,False
2019-01-01,10,1005,5,True,fixed,51.91213636363637,31.57331818181818,24.454545454545453,22,6770.0,False
2019-01-01,10,1005,5,True,mobile,34.825,5.639,100.0,1,645.0,False
2019-01-01,10,1005,7,True,fixed,13.4938125,11.461,62.4375,16,1100.0,False
2019-01-01,10,1006,3,False,fixed,100.83389537712894,70.22295620437956,18.773722627737225,411,53185.0,False
2019-01-01,10,1006,3,False,mobile,68.54673684210528,31.968421052631577,80.94736842105263,19,5650.0,False
2019-01-01,10,1006,3,True,fixed,84.04985,51.0230625,29.6875,80,31345.0,False
2019-01-01,10,1006,3,True,mobile,156.42233333333334,25.35366666666667,72.0,3,1055.0,False
2019-01-01,10,1006,4,False,fixed,116.57643396226416,61.36232075471699,22.849056603773583,53,8720.0,False
2019-01-01,10,1006,4,True,fixed,35.55343333333333,25.744333333333337,151.9,30,9605.0,False
2019-01-01,10,1006,4,True,mobile,24.87,1.791,121.0,1,680.0,False
2019-01-01,10,1006,5,True,fixed,34.516659090909094,2.0082272727272725,30.227272727272727,88,1500.0,False
2019-01-01,10,1006,5,True,mobile,7.376,2.7155,82.5,2,600.0,False
2019-01-01,10,1006,7,True,fixed,4.727,0.725,933.0,2,80.0,False
2019-01-01,10,1007,4,True,fixed,72.32566666666666,7.3146666666666675,18.33333333333333,15,2990.0,False
2019-01-01,10,1007,5,True,fixed,61.99067005076143,7.233289340101522,45.055837563451774,197,37485.0,False
2019-01-01,10,1007,5,True,mobile,151.548,11.267,11.0,1,465.0,False
2019-01-01,10,1007,6,False,fixed,67.24005882352941,31.857700280112045,19.635854341736696,357,33625.0,False
2019-01-01,10,1007,6,False,mobile,56.80466666666667,23.159666666666663,74.0,3,1480.0,False
2019-01-01,10,1007,6,True,fixed,52.15826206896553,31.851144827586207,137.1793103448276,145,26680.0,False
2019-01-01,10,1007,7,True,fixed,39.96655555555556,6.2577333333333325,77.88888888888889,45,7090.0,False
2019-01-01,10,1008,4,True,fixed,51.3793076923077,7.243276923076923,23.892307692307693,65,2085.0,False
2019-01-01,10,1008,4,True,mobile,13.941,3.604,70.0,1,310.0,False
2019-01-01,10,1008,5,False,fixed,73.05063043478262,8.9325,35.07608695652174,92,13110.0,False
2019-01-01,10,1008,5,True,fixed,68.16317880794703,18.983142384105964,47.62582781456954,302,35720.0,False
2019-01-01,10,1008,5,True,mobile,32.721,1.7686666666666666,114.66666666666669,3,1525.0,False
2019-01-01,10,1008,6,True,fixed,17.684438848920866,2.861043165467626,193.92805755395685,139,19995.0,False
2019-01-01,10,1008,7,True,fixed,60.65074,6.33284,27.42,50,4785.0,False
2019-01-01,10,1009,5,True,fixed,26.16002492211838,20.483616822429905,55.29906542056074,321,19575.0,False
2019-01-01,10,1009,5,True,mobile,12.3255,3.096,90.0,2,545.0,False
2019-01-01,10,1009,6,False,fixed,4.338622549019608,0.6970343137254902,29.455882352941178,204,17420.0,False
2019-01-01,10,1009,6,True,fixed,8.694840000000001,1.26696,59.61333333333334,75,17815.0,False
2019-01-01,10,1009,7,True,fixed,4.895139240506329,0.7971392405063291,30.39240506329114,79,5430.0,False
2019-01-01,10,1010,6,False,fixed,61.26183786152497,7.831551270815074,32.488606485539,2282,56390.0,False
2019-01-01,10,1010,6,False,mobile,136.86063636363636,20.83809090909091,67.63636363636364,11,4500.0,False
2019-01-01,10,1010,6,True,fixed,36.11040706605224,11.996380952380951,46.48847926267281,651,63050.0,False
2019-01-01,10,1010,6,True,mobile,16.266666666666666,3.8075,67.66666666666667,6,1250.0,False
2019-01-01,10,1010,7,True,fixed,8.308259259259259,2.8642356902356902,41.622895622895626,297,12675.0,False
2019-01-01,10,1011,6,True,fixed,1.7009285714285711,0.7797857142857143,59.0,14,1795.0,False
2019-01-01,10,1011,7,True,fixed,1.3784814814814814,0.6021481481481481,46.407407407407405,27,3060.0,False
2019-01-01,11,1101,4,True,fixed,22.389831168831165,2.5183246753246755,120.02597402597402,77,11940.0,False
2019-01-01,11,1101,4,True,mobile,19.716,3.287,48.0,1,620.0,False
2019-01-01,11,1101,5,False,fixed,119.94767647058822,66.98644117647059,16.294117647058822,34,5395.0,False
2019-01-01,11,1101,5,True,fixed,47.976451438848926,17.946915467625896,80.04496402877697,556,50100.0,False
2019-01-01,11,1101,5,True,mobile,15.483000000000002,1.6415,70.5,4,1370.0,False
2019-01-01,11,1101,6,True,fixed,32.85728571428571,19.59042857142857,26.714285714285715,7,2300.0,False
2019-01-01,11,1101,7,True,fixed,76.85866666666666,10.107666666666669,19.22222222222222,9,1040.0,False
2019-01-01,11,1101,7,True,mobile,21.336,2.212,28.0,1,260.0,False
2019-01-01,11,1102,3,False,fixed,92.35293780290792,51.141064216478185,16.52827140549273,2476,152230.0,False
2019-01-01,11,1102,3,False,mobile,80.96018085106383,13.517010638297874,59.47872340425532,94,30685.0,False
2019-01-01,11,1102,3,True,fixed,45.35560237780712,21.99956142668428,89.19286657859973,1514,214160.0,False
2019-01-01,11,1102,3,True,mobile,45.09380769230769,10.484615384615385,48.53846153846154,26,10505.0,False
2019-01-01,11,1102,4,True,fixed,23.3049061302682,5.4525632183908055,77.7911877394636,522,69210.0,False
2019-01-01,11,1102,4,True,mobile,42.283,3.093,62.0,2,1010.0,False
2019-01-01,11,1102,5,True,fixed,18.22342857142857,3.4458571428571427,105.9047619047619,21,4870.0,False
2019-01-01,11,1102,5,True,mobile,15.972,4.89,71.0,1,440.0,False
2019-01-01,11,1102,7,True,fixed,50.471250000000005,9.239,16.5,4,150.0,False
2019-01-01,11,1103,3,False,fixed,91.02813701923074,40.058995192307705,16.41346153846154,416,45555.0,False
2019-01-01,11,1103,3,False,mobile,236.6335238095238,7.369904761904761,33.57142857142857,21,8260.0,False
2019-01-01,11,1103,3,True,fixed,104.34867901234568,52.87474074074074,30.0,81,21575.0,False
2019-01-01,11,1103,3,True,mobile,14.251,1.268,60.0,2,1180.0,False
2019-01-01,11,1103,4,True,fixed,40.788777777777774,11.45589795918367,65.80272108843538,441,50465.0,False
2019-01-01,11,1103,4,True,mobile,41.50292307692308,8.472923076923077,96.92307692307692,13,2695.0,False
2019-01-01,11,1103,5,False,fixed,122.7424375,17.615000000000002,20.0,32,3785.0,False
2019-01-01,11,1103,5,False,mobile,49.0735,10.5565,49.0,2,1060.0,False
2019-01-01,11,1103,5,True,fixed,33.723694346289754,14.9278038869258,77.71024734982332,566,65435.0,False
2019-01-01,11,1103,5,True,mobile,124.7636,43.53946666666666,37.333333333333336,15,1505.0,False
2019-01-01,11,1103,7,True,fixed,15.316,1.397,56.0,1,145.0,False
2019-01-01,12,1201,6,False,fixed,163.83903846153845,103.5438076923077,9.846153846153848,26,2240.0,False
2019-01-01,12,1201,6,False,mobile,33.223,6.718999999999999,55.5,2,910.0,False
2019-01-01,12,1201,6,True,fixed,31.12534,7.662444999999999,152.6125,400,65255.0,False
2019-01-01,12,1201,6,True,mobile,38.087,11.868666666666668,63.0,3,1855.0,False
2019-01-01,12,1202,6,False,fixed,74.39331018518519,41.13960185185186,14.51851851851852,216,15750.0,False
2019-01-01,12,1202,6,False,mobile,29.511125,8.031,64.5,8,1950.0,False
2019-01-01,12,1202,6,True,fixed,58.01415289256197,10.57495316804408,47.61432506887052,726,134265.0,False
2019-01-01,12,1202,6,True,mobile,28.846333333333337,3.6762,59.266666666666666,15,6320.0,False
2019-01-01,12,1203,6,False,fixed,134.04978160919538,62.20810344827586,13.540229885057473,87,6325.0,False
2019-01-01,12,1203,6,True,fixed,35.97999808795412,7.086812619502868,51.90248565965583,523,55370.0,False
2019-01-01,12,1203,6,True,mobile,23.535789473684208,9.728,33.31578947368421,19,5750.0,False
2019-01-01,12,1204,6,False,fixed,119.35393902439024,52.851237804878046,11.695121951219512,164,6205.0,False
2019-01-01,12,1204,6,False,mobile,57.555,7.3595,52.5,2,910.0,False
2019-01-01,12,1204,6,True,fixed,45.5546652173913,22.329278260869568,68.27826086956522,230,27750.0,False
2019-01-01,12,1204,6,True,mobile,13.632333333333332,3.3966666666666665,60.66666666666666,3,1170.0,False
2019-01-01,12,1205,5,False,fixed,162.41333333333333,80.52433333333333,176.0,6,1530.0,False
2019-01-01,12,1205,5,True,fixed,59.16683285302594,21.966763688760807,79.11815561959654,347,39865.0,False
2019-01-01,12,1205,5,True,mobile,39.217,11.794666666666666,55.66666666666666,3,1440.0,False
2019-01-01,12,1205,6,False,fixed,56.42124242424243,34.718848484848486,15.181818181818182,33,4400.0,False
2019-01-01,12,1205,6,True,fixed,41.1044367816092,10.714132183908047,57.38793103448276,348,35495.0,False
2019-01-01,12,1205,6,True,mobile,48.14457142857143,2.526142857142857,27.142857142857142,7,1930.0,False
2019-01-01,12,1205,7,True,fixed,90.40242857142856,77.9940357142857,11.964285714285714,28,3430.0,False
2019-01-01,12,1205,7,True,mobile,62.884,11.267,16.0,1,490.0,False
2019-01-01,12,1206,4,False,fixed,94.35915789473684,71.8978947368421,29.73684210526316,19,3250.0,False
2019-01-01,12,1206,4,False,mobile,35.212500000000006,4.925,60.5,2,720.0,False
2019-01-01,12,1206,4,True,fixed,30.45023899371069,10.498276729559748,100.40880503144656,159,35210.0,False
2019-01-01,12,1206,4,True,mobile,9.896249999999998,2.38875,64.5,4,2820.0,False
2019-01-01,12,1206,5,False,fixed,115.6098536585366,84.98226829268292,45.24390243902439,41,4485.0,False
2019-01-01,12,1206,5,True,fixed,62.41562612612613,19.23292192192192,75.52852852852853,666,96500.0,False
2019-01-01,12,1206,5,True,mobile,22.06020689655173,6.293655172413792,52.10344827586207,29,6055.0,False
2019-01-01,12,1206,6,False,fixed,156.89045879120883,94.27119780219782,10.005494505494504,364,24865.0,False
2019-01-01,12,1206,6,False,mobile,40.649647058823525,9.869058823529413,59.94117647058823,17,4865.0,False
2019-01-01,12,1207,3,False,fixed,89.46208483290489,40.92794601542416,13.326478149100256,389,30815.0,False
2019-01-01,12,1207,3,False,mobile,47.15726666666667,10.550266666666666,55.2,15,5385.0,False
2019-01-01,12,1207,3,True,fixed,46.74441871165644,26.623857361963186,51.43251533742331,652,57245.0,False
2019-01-01,12,1207,3,True,mobile,66.0525,12.52875,56.5,12,7670.0,False
2019-01-01,12,1207,4,False,fixed,86.89903000000002,54.62916,15.01,100,11930.0,False
2019-01-01,12,1207,4,False,mobile,183.263,28.605500000000003,51.5,2,1125.0,False
2019-01-01,12,1207,4,True,fixed,24.16139649122807,13.56775789473684,83.13333333333334,285,32775.0,False
2019-01-01,12,1207,4,True,mobile,15.116,6.0231,42.3,10,2930.0,False
2019-01-01,12,1207,5,False,fixed,108.78194736842106,49.947667763157895,15.1875,304,26505.0,False
2019-01-01,12,1207,5,False,mobile,65.00725,16.775,49.75,8,4030.0,False
2019-01-01,12,1207,5,True,fixed,71.2571308724832,35.297956375838936,70.78859060402685,298,49545.0,False
2019-01-01,12,1207,5,True,mobile,44.7329,7.22175,63.55,20,7520.0,False
2019-01-01,12,1207,7,True,fixed,73.7064,56.791,10.0,5,280.0,False
2019-01-01,12,1208,4,False,fixed,129.0525762711864,78.74948940677965,6.076271186440678,472,41255.0,False
2019-01-01,12,1208,4,False,mobile,32.205875,9.098875,40.375,8,7605.0,False
2019-01-01,12,1208,4,True,fixed,62.22330151843818,26.264377440347072,42.14750542299349,461,109190.0,False
2019-01-01,12,1208,4,True,mobile,26.60505882352941,6.526000000000002,75.70588235294117,17,11085.0,False
2019-01-01,12,1208,5,False,fixed,64.22451111111111,41.966855555555554,20.855555555555554,90,5925.0,False
2019-01-01,12,1208,5,True,fixed,72.29166279069767,27.05766279069768,34.02325581395349,86,6475.0,False
2019-01-01,12,1209,1,False,fixed,106.23990219347957,60.43390659377292,8.83438895926395,14999,947555.0,False
2019-01-01,12,1209,1,False,mobile,76.57203820598008,18.605503322259136,51.45514950166113,602,213665.0,False
2019-01-01,12,1209,1,True,fixed,106.18872588206268,60.69536614853194,17.824080927707872,4053,725420.0,False
2019-01-01,12,1209,1,True,mobile,88.91571830985916,14.6533661971831,49.70422535211268,71,51430.0,False
2019-01-01,12,1210,3,False,fixed,107.47413378684809,53.23668027210884,12.839002267573695,441,58000.0,False
2019-01-01,12,1210,3,False,mobile,48.56502857142857,13.387085714285712,31.2,35,7920.0,False
2019-01-01,12,1210,3,True,fixed,38.79028922237381,11.00524010914052,61.867667121418826,733,101130.0,False
2019-01-01,12,1210,3,True,mobile,100.11825,9.648875,34.0,8,3675.0,False
2019-01-01,12,1210,4,True,fixed,107.00575757575756,60.376551515151526,20.46060606060606,165,14020.0,False
2019-01-01,12,1210,4,True,mobile,34.99225,10.604,33.5,4,1465.0,False
2019-01-01,12,1211,5,False,fixed,113.45590553745927,80.63495439739414,10.055374592833877,307,15960.0,False
2019-01-01,12,1211,5,False,mobile,45.049388888888885,11.499,37.27777777777778,18,3830.0,False
2019-01-01,12,1211,5,True,fixed,20.80389757914339,6.760428305400373,88.72253258845437,537,47110.0,False
2019-01-01,12,1211,5,True,mobile,46.001133333333335,3.8672,48.333333333333336,15,5340.0,False
2019-01-01,12,1211,6,False,fixed,164.75428571428571,89.31366666666666,20.571428571428573,21,3130.0,False
2019-01-01,12,1211,6,True,fixed,92.54263636363636,8.22889898989899,17.32323232323232,99,12395.0,False
2019-01-01,12,1211,6,True,mobile,76.59700000000001,9.6855,29.0,2,880.0,False
2019-01-01,12,1212,3,False,fixed,96.7946939313984,56.379021108179415,16.393139841688654,379,32335.0,False
2019-01-01,12,1212,3,False,mobile,84.77833333333334,24.71488888888889,48.22222222222222,9,1715.0,False
2019-01-01,12,1212,3,True,fixed,31.94362577639752,7.178847826086956,78.63975155279503,644,72430.0,False
2019-01-01,12,1212,3,True,mobile,92.658,13.547142857142855,37.285714285714285,7,3210.0,False
2019-01-01,12,1212,4,False,fixed,112.03373333333336,58.93395555555556,12.977777777777778,45,5225.0,False
2019-01-01,12,1212,4,False,mobile,21.075,8.789,50.0,1,415.0,False
2019-01-01,12,1212,4,True,fixed,44.58515753424656,5.419787671232876,40.397260273972606,292,26050.0,False
2019-01-01,12,1212,4,True,mobile,14.005,3.9745,47.75,4,2030.0,False
2019-01-01,12,1213,5,True,fixed,5.491932432432432,1.1333513513513516,281.9054054054054,74,10900.0,False
2019-01-01,12,1213,5,True,mobile,113.874,11.439,65.0,1,370.0,False
2019-01-01,12,1213,6,True,fixed,11.10828787878788,3.0064242424242424,163.68939393939394,132,15940.0,False
2019-01-01,12,1213,6,True,mobile,10.222,2.574,53.0,8,385.0,False
2019-01-01,12,1214,5,False,fixed,96.9583445945946,60.045966216216215,12.655405405405403,148,8560.0,False
2019-01-01,12,1214,5,False,mobile,63.2922857142857,17.921285714285716,43.285714285714285,7,2245.0,False
2019-01-01,12,1214,5,True,fixed,9.144476297968396,2.196329571106095,107.91647855530474,443,40555.0,False
2019-01-01,12,1214,5,True,mobile,13.640285714285714,1.9297142857142853,65.71428571428571,7,1065.0,False
2019-01-01,12,1214,6,False,fixed,131.5560625,99.10725,10.1875,16,1340.0,False
2019-01-01,12,1214,6,True,fixed,34.158365714285715,11.607188571428573,55.61142857142857,350,39710.0,False
2019-01-01,12,1214,6,True,mobile,7.544,1.832,59.0,1,610.0,False
2019-01-01,12,1215,5,True,fixed,7.933206703910613,3.834941340782123,94.48603351955308,358,13865.0,False
2019-01-01,12,1215,5,True,mobile,25.2706,5.051,177.8,5,1180.0,False
2019-01-01,12,1215,6,False,fixed,33.15340833333334,20.329216666666664,31.2,120,7265.0,False
2019-01-01,12,1215,6,False,mobile,6.31,3.511,103.0,2,390.0,False
2019-01-01,12,1215,6,True,fixed,5.422684654300168,1.1704890387858349,104.6981450252951,593,50665.0,False
2019-01-01,12,1215,6,True,mobile,13.37142857142857,4.196428571428571,69.85714285714286,7,2765.0,False
2019-01-01,12,1216,5,True,fixed,25.871212000000003,4.491920000000001,58.764,250,34515.0,False
2019-01-01,12,1216,5,True,mobile,15.498,3.273,61.75,4,1470.0,False
2019-01-01,12,1216,6,True,fixed,34.85285123966942,4.583636363636364,80.04132231404958,121,23205.0,False
2019-01-01,12,1217,3,False,fixed,89.16690299572042,52.81908915834522,16.918687589158345,1402,149210.0,False
2019-01-01,12,1217,3,False,mobile,84.36922727272727,13.835954545454545,53.63636363636363,22,8680.0,False
2019-01-01,12,1217,3,True,fixed,53.18668652612283,28.5467222731439,54.85976168652612,1091,135685.0,False
2019-01-01,12,1217,3,True,mobile,43.438437500000006,7.148937499999999,56.75,16,6945.0,False
2019-01-01,12,1218,5,True,fixed,20.53499375,2.1955781250000004,138.8375,320,23710.0,False
2019-01-01,12,1218,5,True,mobile,11.454249999999998,1.7997500000000002,67.5,4,2840.0,False
2019-01-01,12,1218,6,True,fixed,15.670395348837207,2.1810232558139537,121.25581395348836,86,12710.0,False
2019-01-01,12,1218,6,True,mobile,22.498,6.1,52.0,1,460.0,False
2019-01-01,13,1301,1,False,fixed,95.46164173913044,63.8691,8.22,1150,80065.0,False
2019-01-01,13,1301,1,False,mobile,93.31432786885244,20.10408196721312,54.26229508196721,61,15810.0,False
2019-01-01,13,1301,1,True,fixed,62.62562018348625,39.13720733944954,25.93394495412844,545,85160.0,False
2019-01-01,13,1301,1,True,mobile,45.58309523809524,17.28014285714286,59.47619047619048,21,6600.0,False
2019-01-01,13,1302,1,True,fixed,26.57883333333333,10.164666666666667,51.9,30,3000.0,False
2019-01-01,13,1302,1,True,mobile,27.374,10.036,47.0,1,315.0,False
2019-01-01,13,1302,5,False,fixed,78.78493333333333,54.6576,9.466666666666669,15,3305.0,False
2019-01-01,13,1302,5,True,fixed,22.081952054794524,11.367308219178083,68.32191780821918,146,24495.0,False
2019-01-01,13,1302,5,True,mobile,34.763,9.7666,104.4,5,2260.0,False
2019-01-01,13,1302,6,False,fixed,205.44216800000004,66.58073599999999,14.328,125,8375.0,False
2019-01-01,13,1302,6,False,mobile,84.68916666666667,29.45033333333333,60.833333333333336,6,1885.0,False
2019-01-01,13,1302,6,True,fixed,18.900614035087724,9.30484649122807,99.78070175438596,228,37935.0,False
2019-01-01,13,1302,6,True,mobile,39.94862500000001,7.0793125,82.375,16,6305.0,False
2019-01-01,13,1302,7,True,fixed,5.555666666666667,3.471333333333333,202.11111111111111,9,1635.0,False
2019-01-01,13,1302,7,True,mobile,95.618,39.274,53.0,7,540.0,False
2019-01-01,13,1303,2,False,fixed,38.45133333333334,18.29842424242424,14.333333333333334,33,5310.0,False
2019-01-01,13,1303,2,False,mobile,100.842,27.88171428571429,64.71428571428571,7,1440.0,False
2019-01-01,13,1303,2,True,fixed,131.02794805194804,61.77816233766234,11.87012987012987,154,51450.0,False
2019-01-01,13,1303,2,True,mobile,12.223,8.298,53.0,3,540.0,False
2019-01-01,13,1303,4,True,fixed,11.2168,1.5481333333333334,127.2,15,5100.0,False
2019-01-01,13,1303,5,False,fixed,125.38283695652176,78.27766847826086,12.679347826086955,184,13925.0,False
2019-01-01,13,1303,5,False,mobile,52.47375,9.4825,54.25,4,2010.0,False
2019-01-01,13,1303,5,True,fixed,90.0061519607843,63.52863235294118,17.55392156862745,204,22225.0,False
2019-01-01,13,1303,5,True,mobile,48.57032,5.900359999999999,55.0,25,3925.0,False
2019-01-01,13,1304,4,True,fixed,17.590914285714288,1.2154857142857145,117.25714285714284,35,7855.0,False
2019-01-01,13,1304,4,True,mobile,12.379,0.201,78.0,1,365.0,False
2019-01-01,13,1304,5,True,fixed,30.563824175824177,15.381043956043955,60.989010989010985,91,20200.0,False
2019-01-01,13,1304,5,True,mobile,25.8587,5.911600000000001,67.6,10,2895.0,False
2019-01-01,13,1305,1,False,fixed,130.15826170468188,84.42118607442977,6.92436974789916,833,112255.0,False
2019-01-01,13,1305,1,False,mobile,50.2136,9.2808,50.2,5,3920.0,False
2019-01-01,13,1305,1,True,fixed,90.7133439716312,57.40708510638297,55.51063829787234,282,46450.0,False
2019-01-01,13,1305,1,True,mobile,73.7178,10.6406,59.8,5,1690.0,False
2019-01-01,13,1305,5,False,fixed,73.89864788732395,45.94015492957746,15.704225352112676,71,10835.0,False
2019-01-01,13,1305,5,False,mobile,28.00014285714286,12.76442857142857,55.142857142857146,7,1600.0,False
2019-01-01,13,1305,5,True,fixed,38.32127597402597,9.708594155844157,126.6590909090909,308,38625.0,False
2019-01-01,13,1305,5,True,mobile,44.89485714285714,12.273357142857146,58.0,14,4225.0,False
2019-01-01,13,1305,6,True,fixed,3.5340000000000003,1.1043333333333332,11.0,3,940.0,False
2019-01-01,13,1305,6,True,mobile,53.56300000000001,17.28,62.0,3,470.0,False
2019-01-01,13,1306,1,False,fixed,147.51035227272726,64.7694375,14.21875,352,42010.0,False
2019-01-01,13,1306,1,False,mobile,109.9241818181818,17.873727272727272,53.72727272727273,11,5390.0,False
2019-01-01,13,1306,1,True,fixed,43.24515957446808,20.92952659574468,63.70744680851064,188,19705.0,False
2019-01-01,13,1306,1,True,mobile,18.35333333333333,3.132333333333333,116.66666666666669,3,910.0,False
2019-01-01,13,1306,5,True,fixed,6.783333333333334,1.4953333333333332,274.4166666666667,12,1420.0,False
2019-01-01,13,1306,5,True,mobile,11.7514,3.366,47.0,5,680.0,False
2019-01-01,13,1307,1,False,fixed,98.90965911111113,61.789192,10.194666666666668,2250,344360.0,False
2019-01-01,13,1307,1,False,mobile,89.46310526315791,20.740135338345866,61.12781954887218,133,59080.0,False
2019-01-01,13,1307,1,True,fixed,101.01037257617728,62.68981578947369,20.92105263157895,722,147425.0,False
2019-01-01,13,1307,1,True,mobile,35.211416666666665,7.790916666666665,60.833333333333336,12,9045.0,False
2019-01-01,13,1307,4,False,fixed,134.30588607594936,83.2940506329114,6.848101265822785,79,21865.0,False
2019-01-01,13,1307,4,False,mobile,123.63816666666668,20.73633333333333,63.333333333333336,6,4870.0,False
2019-01-01,13,1307,4,True,fixed,53.22324369747899,8.70846218487395,72.92436974789916,119,32120.0,False
2019-01-01,13,1307,4,True,mobile,29.75475,3.41525,66.25,4,3375.0,False
2019-01-01,13,1307,5,False,fixed,79.25862686567166,51.72886567164179,14.791044776119405,67,4970.0,False
2019-01-01,13,1307,5,False,mobile,17.481285714285715,10.913428571428572,20.571428571428573,7,1040.0,False
2019-01-01,13,1307,5,True,fixed,109.87335454545456,48.749745454545454,24.363636363636363,110,30605.0,False
2019-01-01,13,1307,5,True,mobile,49.27427272727273,10.713454545454546,29.0,11,1245.0,False
2019-01-01,13,1307,6,True,fixed,5.819642857142858,0.6135,135.21428571428572,14,2050.0,False
2019-01-01,13,1308,1,True,fixed,1.1136666666666666,0.5833333333333334,40.66666666666666,3,840.0,False
2019-01-01,13,1308,4,False,fixed,113.39216666666668,52.4155,5.666666666666667,12,1880.0,False
2019-01-01,13,1308,4,True,fixed,62.897336538461545,16.449375,116.15384615384616,104,18015.0,False
2019-01-01,13,1308,4,True,mobile,35.8029,2.9725,59.3,10,4110.0,False
2019-01-01,13,1308,5,False,fixed,80.9036,70.0894,5.0,5,1420.0,False
2019-01-01,13,1308,5,True,fixed,47.30741496598639,27.30187074829932,111.36054421768708,147,18870.0,False
2019-01-01,13,1308,5,True,mobile,32.334,6.638,52.0,1,385.0,False
2019-01-01,13,1308,6,False,fixed,5.44723076923077,0.8993846153846154,67.61538461538461,13,2790.0,False
2019-01-01,13,1308,6,True,fixed,83.13717142857142,9.480371428571427,64.37142857142857,35,3175.0,False
