,date,PRNAME,CDUID,conn_type,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms,tests,DA_POP
50,2019-01-01,British Columbia / Colombie-Britannique,5917,fixed,91.92073518594196,15.76929137719657,25.853698406211688,2447,515770.0
51,2019-01-01,British Columbia / Colombie-Britannique,5917,mobile,29.729558441558446,5.825493506493507,44.18181818181818,77,43240.0
52,2019-01-01,British Columbia / Colombie-Britannique,5919,fixed,98.23902722063035,13.730527220630371,22.464899713467048,1396,217705.0
53,2019-01-01,British Columbia / Colombie-Britannique,5919,mobile,71.9527142857143,10.167952380952382,43.666666666666664,21,11805.0
54,2019-01-01,British Columbia / Colombie-Britannique,5921,fixed,104.22268,14.30436655737705,21.17967213114754,1525,251045.0
55,2019-01-01,British Columbia / Colombie-Britannique,5921,mobile,37.649071428571425,5.304380952380953,54.523809523809526,42,18815.0
56,2019-01-01,British Columbia / Colombie-Britannique,5923,fixed,64.84290250696378,14.453696378830083,92.27576601671309,359,42155.0
57,2019-01-01,British Columbia / Colombie-Britannique,5923,mobile,97.43328571428572,13.399714285714285,74.14285714285714,7,4115.0
58,2019-01-01,British Columbia / Colombie-Britannique,5924,fixed,47.293945736434104,7.645558139534883,67.93023255813954,387,43520.0
59,2019-01-01,British Columbia / Colombie-Britannique,5924,mobile,39.413999999999994,7.44,60.0,3,765.0
60,2019-01-01,British Columbia / Colombie-Britannique,5926,fixed,78.49834710743802,9.506877685950414,75.79504132231405,605,110590.0
61,2019-01-01,British Columbia / Colombie-Britannique,5926,mobile,23.950952380952383,2.885238095238096,43.80952380952381,21,9215.0
62,2019-01-01,British Columbia / Colombie-Britannique,5927,fixed,43.03399550561798,18.393865168539328,28.48988764044944,445,33520.0
63,2019-01-01,British Columbia / Colombie-Britannique,5927,mobile,17.8885,4.9963,33.3,10,2970.0
64,2019-01-01,British Columbia / Colombie-Britannique,5929,fixed,49.96852328159645,27.995869179600884,65.06430155210643,451,71350.0
65,2019-01-01,British Columbia / Colombie-Britannique,5929,mobile,46.135,2.1705,170.0,2,1085.0
66,2019-01-01,British Columbia / Colombie-Britannique,5931,fixed,59.42925472747496,14.89790656284761,59.468298109010014,899,137945.0
67,2019-01-01,British Columbia / Colombie-Britannique,5931,mobile,29.552809523809525,5.800142857142856,96.07142857142857,42,16315.0
68,2019-01-01,British Columbia / Colombie-Britannique,5933,fixed,37.656043654822334,17.623939086294417,124.99187817258883,2955,297235.0
69,2019-01-01,British Columbia / Colombie-Britannique,5933,mobile,59.50067499999999,8.516812499999999,45.9,80,27835.0
70,2019-01-01,British Columbia / Colombie-Britannique,5935,fixed,124.17649769797421,39.27591850828729,23.046040515653775,2172,452015.0
71,2019-01-01,British Columbia / Colombie-Britannique,5935,mobile,59.34185000000001,10.08955,55.4,20,31140.0
72,2019-01-01,British Columbia / Colombie-Britannique,5937,fixed,74.89360095497953,30.517105047748977,39.60982264665757,1466,257580.0
73,2019-01-01,British Columbia / Colombie-Britannique,5937,mobile,31.922333333333327,5.261694444444443,48.833333333333336,36,15040.0
74,2019-01-01,British Columbia / Colombie-Britannique,5939,fixed,58.85370349492672,13.262895152198421,88.09526493799324,1774,257035.0
75,2019-01-01,British Columbia / Colombie-Britannique,5939,mobile,55.216780487804876,6.808085365853658,53.329268292682926,82,23700.0
76,2019-01-01,British Columbia / Colombie-Britannique,5941,fixed,75.68029953198128,11.990102964118563,141.51560062402496,1282,141820.0
77,2019-01-01,British Columbia / Colombie-Britannique,5941,mobile,54.2154705882353,10.026588235294119,36.5,34,14245.0
78,2019-01-01,British Columbia / Colombie-Britannique,5943,fixed,22.258611538461537,11.031023076923077,48.19230769230769,260,17045.0
79,2019-01-01,British Columbia / Colombie-Britannique,5943,mobile,17.336000000000002,2.7552727272727275,40.36363636363637,11,1220.0
80,2019-01-01,British Columbia / Colombie-Britannique,5945,fixed,11.426121951219514,7.566756097560976,167.53658536585365,41,8030.0
81,2019-01-01,British Columbia / Colombie-Britannique,5945,mobile,186.379,35.652,42.0,3,535.0
82,2019-01-01,British Columbia / Colombie-Britannique,5947,fixed,24.02566486486487,5.89597027027027,25.751351351351353,370,43250.0
83,2019-01-01,British Columbia / Colombie-Britannique,5947,mobile,48.00683333333333,11.400875,46.333333333333336,24,2990.0
84,2019-01-01,British Columbia / Colombie-Britannique,5949,fixed,48.08704368932039,22.3269963592233,29.908980582524272,824,88160.0
85,2019-01-01,British Columbia / Colombie-Britannique,5949,mobile,49.221531250000005,12.8030625,42.25,32,8900.0
86,2019-01-01,British Columbia / Colombie-Britannique,5951,fixed,29.747948604992658,9.742734214390602,91.43906020558003,681,107065.0
87,2019-01-01,British Columbia / Colombie-Britannique,5951,mobile,33.70560416666667,11.453333333333335,51.8125,48,8430.0
88,2019-01-01,British Columbia / Colombie-Britannique,5953,fixed,52.76825568181819,9.396464962121211,41.708333333333336,1056,155995.0
89,2019-01-01,British Columbia / Colombie-Britannique,5953,mobile,87.02835,10.038599999999999,49.8,20,7240.0
90,2019-01-01,British Columbia / Colombie-Britannique,5955,fixed,28.27697996357013,13.901890710382512,85.90072859744991,1098,181895.0
91,2019-01-01,British Columbia / Colombie-Britannique,5955,mobile,30.945267015706797,7.541926701570682,61.795811518324605,191,51575.0
92,2019-01-01,British Columbia / Colombie-Britannique,5957,fixed,13.064,1.206,693.0,1,75.0
93,2019-01-01,British Columbia / Colombie-Britannique,5959,fixed,30.762235294117648,3.922647058823529,26.568627450980394,51,7330.0
94,2019-01-01,British Columbia / Colombie-Britannique,5959,mobile,57.8235,8.911,49.0,6,2350.0
95,2019-01-01,Manitoba,4601,fixed,10.95337755102041,2.336819727891157,131.60884353741497,588,120700.0
96,2019-01-01,Manitoba,4601,mobile,45.44613846153846,7.4821846153846145,57.8,65,27610.0
97,2019-01-01,Manitoba,4602,fixed,26.746128924236082,6.830448723315194,38.812892423608204,2389,435035.0
98,2019-01-01,Manitoba,4602,mobile,28.11761224489796,6.660673469387755,68.41496598639456,147,51855.0
99,2019-01-01,Manitoba,4603,fixed,11.384257591623037,4.314197905759162,54.99633507853403,1910,418530.0
100,2019-01-01,Manitoba,4603,mobile,25.37442,5.8871699999999985,55.52,100,49855.0
101,2019-01-01,Manitoba,4604,fixed,11.801412993039442,1.0357726218097447,54.1415313225058,431,52535.0
102,2019-01-01,Manitoba,4604,mobile,11.856444444444444,3.96262962962963,70.74074074074075,27,9540.0
103,2019-01-01,Manitoba,4605,fixed,16.248297872340427,2.1706010638297872,45.2313829787234,376,56095.0
104,2019-01-01,Manitoba,4605,mobile,10.969210526315791,2.5004736842105264,100.84210526315789,19,4400.0
105,2019-01-01,Manitoba,4606,fixed,37.66098416886543,31.306065963060686,39.4155672823219,758,80540.0
106,2019-01-01,Manitoba,4606,mobile,9.330037037037037,1.4393703703703704,116.11111111111111,27,7550.0
107,2019-01-01,Manitoba,4607,fixed,38.913955007256895,28.304398403483304,40.55732946298984,1378,168745.0
108,2019-01-01,Manitoba,4607,mobile,58.155172413793096,9.877913793103453,62.827586206896555,58,22280.0
109,2019-01-01,Manitoba,4608,fixed,30.165951965065506,3.593670305676855,74.41703056768559,458,63780.0
110,2019-01-01,Manitoba,4608,mobile,17.503323529411762,5.104235294117648,94.76470588235294,34,9660.0
111,2019-01-01,Manitoba,4609,fixed,26.29732006920415,3.2505086505190315,76.26470588235294,578,68810.0
112,2019-01-01,Manitoba,4609,mobile,29.5118695652174,5.8107500000000005,60.53260869565217,92,22655.0
113,2019-01-01,Manitoba,4610,fixed,39.33539252336448,14.851544726301736,25.110814419225633,749,134280.0
114,2019-01-01,Manitoba,4610,mobile,46.11832432432433,14.868054054054053,62.82432432432432,74,22945.0
115,2019-01-01,Manitoba,4611,fixed,104.06830911123532,16.160967020681944,21.42034656232532,1789,537355.0
116,2019-01-01,Manitoba,4611,mobile,92.65839534883722,16.065302325581396,37.372093023255815,43,52745.0
117,2019-01-01,Manitoba,4612,fixed,11.551902097902099,3.5028174825174827,55.67762237762238,1430,185270.0
118,2019-01-01,Manitoba,4612,mobile,28.611666666666668,5.98119696969697,59.77272727272727,66,21095.0
119,2019-01-01,Manitoba,4613,fixed,53.92628852838934,8.05946987253766,43.028968713789105,1726,284880.0
120,2019-01-01,Manitoba,4613,mobile,56.64482786885247,13.577098360655738,61.21311475409836,122,37635.0
121,2019-01-01,Manitoba,4614,fixed,16.24462973352034,6.488155680224405,74.13604488078542,713,100335.0
122,2019-01-01,Manitoba,4614,mobile,26.033516129032257,5.907709677419355,53.645161290322584,31,13410.0
123,2019-01-01,Manitoba,4615,fixed,16.502403225806454,4.857003584229392,55.53225806451613,558,87635.0
124,2019-01-01,Manitoba,4615,mobile,33.87816666666668,10.712285714285715,48.42857142857143,42,15030.0
125,2019-01-01,Manitoba,4616,fixed,21.090468852459015,4.129127868852459,50.71475409836066,305,43715.0
126,2019-01-01,Manitoba,4616,mobile,40.614,14.92357142857143,48.142857142857146,7,2585.0
127,2019-01-01,Manitoba,4617,fixed,23.98133128295255,8.383892794376099,44.881370826010546,1138,89350.0
128,2019-01-01,Manitoba,4617,mobile,53.63354347826086,7.9590000000000005,36.45652173913044,46,8810.0
129,2019-01-01,Manitoba,4618,fixed,11.771585721468073,2.4722036199095023,55.659125188536954,1989,175070.0
130,2019-01-01,Manitoba,4618,mobile,28.119200000000003,6.068583333333334,85.01666666666667,60,18760.0
131,2019-01-01,Manitoba,4619,fixed,12.700545751633985,2.2680522875816993,237.91503267973857,306,58560.0
132,2019-01-01,Manitoba,4619,mobile,25.627214285714285,5.858785714285714,66.14285714285714,14,3865.0
133,2019-01-01,Manitoba,4620,fixed,16.769748062015505,1.7141976744186047,47.55813953488372,258,33265.0
134,2019-01-01,Manitoba,4620,mobile,15.070875,1.4925,38.75,8,1945.0
135,2019-01-01,Manitoba,4621,fixed,10.969708439897698,4.733946291560104,31.501278772378516,391,50170.0
136,2019-01-01,Manitoba,4621,mobile,40.23616666666666,14.406500000000001,60.833333333333336,6,2930.0
137,2019-01-01,Manitoba,4622,fixed,42.90297701149426,13.545689655172415,19.06896551724138,87,8655.0
138,2019-01-01,Manitoba,4622,mobile,3.2175000000000002,0.492,80.5,2,1795.0
139,2019-01-01,Manitoba,4623,fixed,7.367736842105262,1.0972067669172931,26.894736842105264,266,17670.0
140,2019-01-01,Manitoba,4623,mobile,3.492,1.763,47.0,1,755.0
141,2019-01-01,New Brunswick / Nouveau-Brunswick,1301,fixed,62.62562018348625,39.13720733944954,25.93394495412844,545,85160.0
142,2019-01-01,New Brunswick / Nouveau-Brunswick,1301,mobile,45.58309523809524,17.28014285714286,59.476190476190474,21,6600.0
143,2019-01-01,New Brunswick / Nouveau-Brunswick,1302,fixed,20.29218159806295,9.96928329297821,87.41162227602905,413,67065.0
144,2019-01-01,New Brunswick / Nouveau-Brunswick,1302,mobile,52.058379310344826,15.415724137931035,77.86206896551724,29,9420.0
145,2019-01-01,New Brunswick / Nouveau-Brunswick,1303,fixed,103.77429222520108,60.31340482573726,19.61662198391421,373,78775.0
146,2019-01-01,New Brunswick / Nouveau-Brunswick,1303,mobile,44.67596428571428,6.1572499999999994,54.785714285714285,28,4465.0
147,2019-01-01,New Brunswick / Nouveau-Brunswick,1304,fixed,26.960238095238093,11.446166666666667,76.61904761904762,126,28055.0
148,2019-01-01,New Brunswick / Nouveau-Brunswick,1304,mobile,24.63327272727273,5.392454545454546,68.54545454545455,11,3260.0
149,2019-01-01,New Brunswick / Nouveau-Brunswick,1305,fixed,63.06023271500842,32.34798988195615,92.23946037099495,593,86015.0
150,2019-01-01,New Brunswick / Nouveau-Brunswick,1305,mobile,52.627545454545455,12.585,58.95454545454545,22,6385.0
151,2019-01-01,New Brunswick / Nouveau-Brunswick,1306,fixed,41.05744999999999,19.763475,76.35,200,21125.0
152,2019-01-01,New Brunswick / Nouveau-Brunswick,1306,mobile,14.227125000000001,3.2783750000000005,73.125,8,1590.0
153,2019-01-01,New Brunswick / Nouveau-Brunswick,1307,fixed,94.74673471502591,53.54343523316062,29.38445595854922,965,212200.0
154,2019-01-01,New Brunswick / Nouveau-Brunswick,1307,mobile,40.13233333333333,8.333333333333334,48.666666666666664,27,13665.0
155,2019-01-01,New Brunswick / Nouveau-Brunswick,1308,fixed,55.83603741496598,20.616489795918366,105.78231292517007,294,41035.0
156,2019-01-01,New Brunswick / Nouveau-Brunswick,1308,mobile,43.21791666666667,3.686666666666667,59.166666666666664,12,5270.0
157,2019-01-01,New Brunswick / Nouveau-Brunswick,1309,fixed,139.92928631875884,108.44678138222851,57.39210155148096,709,64570.0
158,2019-01-01,New Brunswick / Nouveau-Brunswick,1309,mobile,33.33026666666667,7.077466666666666,57.53333333333333,15,5360.0
159,2019-01-01,New Brunswick / Nouveau-Brunswick,1310,fixed,62.69189244186045,32.58417635658915,67.07267441860465,1032,207535.0
160,2019-01-01,New Brunswick / Nouveau-Brunswick,1310,mobile,56.47962745098039,12.100098039215686,65.68627450980392,51,20800.0
161,2019-01-01,New Brunswick / Nouveau-Brunswick,1311,fixed,71.89804507512521,33.5531736227045,66.60100166944908,599,79145.0
162,2019-01-01,New Brunswick / Nouveau-Brunswick,1311,mobile,29.074785714285714,6.568928571428571,67.92857142857143,14,8115.0
163,2019-01-01,New Brunswick / Nouveau-Brunswick,1312,fixed,46.112586666666665,29.618746666666663,106.61777777777777,225,39175.0
164,2019-01-01,New Brunswick / Nouveau-Brunswick,1312,mobile,35.673500000000004,10.6415,62.75,4,1950.0
165,2019-01-01,New Brunswick / Nouveau-Brunswick,1313,fixed,85.61166145833333,34.586578124999996,73.953125,192,36295.0
166,2019-01-01,New Brunswick / Nouveau-Brunswick,1313,mobile,30.530533333333334,5.532466666666666,63.4,15,6840.0
167,2019-01-01,New Brunswick / Nouveau-Brunswick,1314,fixed,66.1175974025974,37.85206493506493,53.84415584415584,77,17045.0
168,2019-01-01,New Brunswick / Nouveau-Brunswick,1314,mobile,49.258857142857146,7.025142857142856,60.42857142857143,7,3415.0
169,2019-01-01,New Brunswick / Nouveau-Brunswick,1315,fixed,38.62453887884268,17.615593128390596,57.74141048824593,553,66695.0
170,2019-01-01,New Brunswick / Nouveau-Brunswick,1315,mobile,44.309000000000005,12.702714285714286,85.9047619047619,21,9755.0
171,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1001,fixed,105.29534016139044,60.55754065797642,19.83302296710118,1611,291505.0
172,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1001,mobile,84.92784848484848,34.98651515151516,67.81818181818181,33,10205.0
173,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1002,fixed,79.62557964601768,8.183564159292036,67.0641592920354,452,35645.0
174,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1002,mobile,33.328857142857146,6.588285714285715,66.71428571428571,7,2730.0
175,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1003,fixed,11.280462809917356,4.759457300275482,55.69421487603306,363,32790.0
176,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1003,mobile,26.179,8.391,92.0,1,1050.0
177,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1004,fixed,53.60547647058823,11.50059705882353,76.32352941176471,340,31045.0
178,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1004,mobile,17.641333333333332,1.0816666666666668,83.66666666666667,3,1770.0
179,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1005,fixed,78.61946886446887,37.745571428571424,42.34798534798535,273,48030.0
180,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1005,mobile,22.76225,2.5337500000000004,79.25,4,2735.0
181,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1006,fixed,54.187554999999996,25.161745,57.29,200,42530.0
182,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1006,mobile,84.81483333333333,13.8805,83.66666666666667,6,2335.0
183,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1007,fixed,56.36440298507462,16.006696517412934,80.96268656716418,402,74245.0
184,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1007,mobile,151.548,11.267,11.0,1,465.0
185,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1008,fixed,52.905771582733806,12.44253417266187,79.60971223021583,556,62585.0
186,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1008,mobile,28.026,2.2275,103.5,4,1835.0
187,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1009,fixed,19.86567789473684,14.175235789473687,51.8378947368421,475,42820.0
188,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1009,mobile,12.3255,3.096,90.0,2,545.0
189,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1010,fixed,27.400240506329112,9.135360759493672,44.96413502109704,948,75725.0
190,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1010,mobile,16.266666666666666,3.8074999999999997,67.66666666666667,6,1250.0
191,2019-01-01,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1011,fixed,1.4885853658536585,0.6628048780487804,50.707317073170735,41,4855.0
192,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6101,fixed,9.8314,2.0161,31.8,30,3355.0
193,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6101,mobile,26.0894,6.8262,70.6,5,2335.0
194,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6102,fixed,26.69390243902439,3.1603414634146336,28.585365853658537,41,7675.0
195,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6102,mobile,13.095,2.8665,67.5,2,1550.0
196,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6103,fixed,11.964200000000002,0.841,324.2,5,510.0
197,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6103,mobile,31.15,20.006,61.0,1,995.0
198,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6104,fixed,9.468550000000002,1.1580499999999998,24.85,40,8915.0
199,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6105,fixed,15.775123076923078,2.7253384615384615,22.276923076923076,65,3395.0
200,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6105,mobile,56.567,4.334333333333333,51.0,3,340.0
201,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6106,fixed,34.13301219512195,6.855475609756097,101.3780487804878,82,10540.0
202,2019-01-01,Northwest Territories / Territoires du Nord-Ouest,6106,mobile,47.750750000000004,13.984000000000002,62.5,4,1705.0
203,2019-01-01,Nova Scotia / Nouvelle-Écosse,1201,fixed,31.125339999999998,7.662444999999999,152.6125,400,65255.0
204,2019-01-01,Nova Scotia / Nouvelle-Écosse,1201,mobile,38.086999999999996,11.868666666666668,63.0,3,1855.0
205,2019-01-01,Nova Scotia / Nouvelle-Écosse,1202,fixed,58.014152892561974,10.574953168044079,47.61432506887052,726,134265.0
206,2019-01-01,Nova Scotia / Nouvelle-Écosse,1202,mobile,28.846333333333337,3.6762,59.266666666666666,15,6320.0
207,2019-01-01,Nova Scotia / Nouvelle-Écosse,1203,fixed,35.97999808795412,7.086812619502868,51.90248565965583,523,55370.0
208,2019-01-01,Nova Scotia / Nouvelle-Écosse,1203,mobile,23.535789473684208,9.728,33.31578947368421,19,5750.0
209,2019-01-01,Nova Scotia / Nouvelle-Écosse,1204,fixed,45.5546652173913,22.329278260869568,68.27826086956522,230,27750.0
210,2019-01-01,Nova Scotia / Nouvelle-Écosse,1204,mobile,13.632333333333333,3.3966666666666665,60.666666666666664,3,1170.0
211,2019-01-01,Nova Scotia / Nouvelle-Écosse,1205,fixed,51.68257676348547,18.720356846473027,66.05809128630706,723,78790.0
212,2019-01-01,Nova Scotia / Nouvelle-Écosse,1205,mobile,47.049727272727274,5.848545454545455,33.90909090909091,11,3860.0
213,2019-01-01,Nova Scotia / Nouvelle-Écosse,1206,fixed,56.25502424242425,17.549517575757577,80.32363636363637,825,131710.0
214,2019-01-01,Nova Scotia / Nouvelle-Écosse,1206,mobile,20.58578787878788,5.820333333333332,53.60606060606061,33,8875.0
215,2019-01-01,Nova Scotia / Nouvelle-Écosse,1207,fixed,47.55364193548388,25.82928387096774,63.20322580645161,1240,139845.0
216,2019-01-01,Nova Scotia / Nouvelle-Écosse,1207,mobile,43.772571428571425,8.452642857142857,56.476190476190474,42,18120.0
217,2019-01-01,Nova Scotia / Nouvelle-Écosse,1208,fixed,63.80626142595978,26.38909872029251,40.87020109689214,547,115665.0
218,2019-01-01,Nova Scotia / Nouvelle-Écosse,1208,mobile,26.60505882352941,6.526000000000002,75.70588235294117,17,11085.0
219,2019-01-01,Nova Scotia / Nouvelle-Écosse,1209,fixed,106.18872588206267,60.69536614853194,17.824080927707872,4053,725420.0
220,2019-01-01,Nova Scotia / Nouvelle-Écosse,1209,mobile,88.91571830985916,14.6533661971831,49.70422535211268,71,51430.0
221,2019-01-01,Nova Scotia / Nouvelle-Écosse,1210,fixed,51.324311804008914,20.076806236080177,54.25946547884187,898,115150.0
222,2019-01-01,Nova Scotia / Nouvelle-Écosse,1210,mobile,78.40958333333334,9.967250000000002,33.833333333333336,12,5140.0
223,2019-01-01,Nova Scotia / Nouvelle-Écosse,1211,fixed,31.97077672955975,6.989011006289309,77.60849056603773,636,59505.0
224,2019-01-01,Nova Scotia / Nouvelle-Écosse,1211,mobile,49.60064705882353,4.551705882352941,46.05882352941177,17,6220.0
225,2019-01-01,Nova Scotia / Nouvelle-Écosse,1212,fixed,35.8873514957265,6.630081196581196,66.7094017094017,936,98480.0
226,2019-01-01,Nova Scotia / Nouvelle-Écosse,1212,mobile,64.05690909090909,10.06618181818182,41.09090909090909,11,5240.0
227,2019-01-01,Nova Scotia / Nouvelle-Écosse,1213,fixed,9.090762135922331,2.3335728155339805,206.15533980582524,206,26840.0
228,2019-01-01,Nova Scotia / Nouvelle-Écosse,1213,mobile,21.738888888888887,3.5589999999999997,54.333333333333336,9,755.0
229,2019-01-01,Nova Scotia / Nouvelle-Écosse,1214,fixed,20.18465447667087,6.349924337957124,84.83102143757881,793,80265.0
